-,-,-
6.347656, 22.460938, 1005.859375
2.929688, 18.554688, 1001.953125
-1.220703, 16.601562, 1002.929688
-2.685547, 14.648438, 995.605469
-3.662109, 16.601562, 995.605469
4.394531, 15.625000, 999.023438
4.882812, 12.695312, 1007.324219
4.882812, 10.742188, 995.605469
6.835938, 10.742188, 1001.953125
2.441406, 13.671875, 991.699219
3.906250, 18.554688, 998.535156
2.441406, 17.578125, 1000.976562
-0.244141, 15.625000, 1001.953125
4.394531, 9.765625, 995.605469
1.953125, 17.578125, 999.511719
0.976562, 16.601562, 1006.347656
-1.220703, 16.601562, 1002.929688
2.929688, 18.554688, 1002.929688
6.347656, 12.695312, 1002.929688
5.371094, 16.601562, 1000.000000
2.929688, 13.671875, 1001.953125
5.371094, 14.648438, 994.628906
3.906250, 16.601562, 1005.371094
5.371094, 13.671875, 993.652344
2.929688, 14.648438, 999.023438
4.882812, 15.625000, 1005.859375
0.488281, 15.625000, 1002.929688
6.835938, 16.601562, 1004.394531
7.324219, 14.648438, 997.070312
5.859375, 13.671875, 998.046875
5.371094, 15.625000, 1001.953125
-0.244141, 14.648438, 994.628906
0.488281, 12.695312, 991.210938
7.812500, 11.718750, 1000.000000
0.976562, 12.695312, 1000.000000
5.371094, 20.507812, 1002.929688
-0.244141, 17.578125, 994.628906
6.835938, 15.625000, 995.605469
2.929688, 21.484375, 1000.000000
3.906250, 8.789062, 994.628906
6.347656, 11.718750, 990.722656
1.953125, 17.578125, 993.652344
4.882812, 12.695312, 1002.929688
2.441406, 15.625000, 998.535156
5.371094, 14.648438, 994.628906
-2.685547, 15.625000, 995.605469
6.347656, 16.601562, 992.187500
7.324219, 16.601562, 1000.000000
2.929688, 13.671875, 994.628906
1.953125, 13.671875, 999.023438
-2.685547, 15.625000, 1001.953125
1.953125, 17.578125, 997.558594
1.953125, 11.718750, 999.023438
1.953125, 13.671875, 996.582031
2.929688, 15.625000, 993.652344
2.929688, 21.484375, 995.605469
1.464844, 12.695312, 994.628906
0.976562, 16.601562, 1001.953125
7.324219, 17.578125, 996.582031
-1.708984, 15.625000, 993.652344
2.929688, 12.695312, 998.535156
0.000000, 10.742188, 996.582031
6.835938, 16.601562, 1004.882812
3.417969, 16.601562, 998.535156
2.929688, 16.601562, 997.070312
0.488281, 14.648438, 989.257812
2.929688, 15.625000, 999.511719
5.371094, 7.812500, 1000.000000
-0.244141, 12.695312, 1004.882812
5.371094, 14.648438, 1000.000000
5.371094, 12.695312, 1001.953125
2.929688, 16.601562, 1000.000000
6.347656, 7.812500, 1000.000000
4.394531, 17.578125, 1002.929688
0.488281, 15.625000, 1000.976562
4.882812, 14.648438, 996.582031
6.835938, 10.742188, 1002.929688
6.347656, 11.718750, 1003.906250
2.929688, 14.648438, 1001.953125
6.835938, 20.507812, 1002.929688
3.906250, 16.601562, 1000.000000
3.906250, 13.671875, 1002.929688
7.812500, 12.695312, 1003.906250
3.906250, 17.578125, 993.652344
1.953125, 16.601562, 1000.000000
-0.732422, 14.648438, 989.257812
1.953125, 10.742188, 1000.976562
4.394531, 13.671875, 1000.976562
3.417969, 15.625000, 1002.929688
8.789062, 12.695312, 1000.976562
4.394531, 18.554688, 998.046875
3.906250, 14.648438, 1000.000000
5.371094, 17.578125, 1002.929688
-2.685547, 13.671875, 999.511719
2.441406, 17.578125, 1002.929688
6.835938, 15.625000, 995.605469
